0.00000000e+00,  1.20834634e-02,  2.61534117e-02,  4.25250344e-02,
6.15616031e-02,  8.36815089e-02,  1.09366275e-01,  1.39169648e-01,
1.73727944e-01,  2.13771835e-01,  2.60139734e-01,  3.13792884e-01,
3.75832587e-01,  4.47519630e-01,  5.30296266e-01,  6.25811219e-01,
7.35947609e-01,  8.62854779e-01,  1.00898397e+00,  1.17712879e+00,
1.37047029e+00,  1.59262824e+00,  1.84771848e+00,  2.14041686e+00,
2.47603178e+00,  2.86058521e+00,  3.30090308e+00,  3.80471683e+00,
4.38077641e+00,  5.03897715e+00,  5.79050064e+00,  6.64797306e+00,
7.62563944e+00,  8.73955917e+00,  1.00078230e+01,  1.14507933e+01,
1.30913734e+01,  1.49553022e+01,  1.70714836e+01,  1.94723473e+01,
2.21942558e+01,  2.52779427e+01,  2.87690067e+01,  3.27184486e+01,
3.71832657e+01,  4.22271042e+01,  4.79209862e+01,  5.43440933e+01,
6.15846291e+01,  6.97407761e+01,  7.89217377e+01,  8.92488556e+01,
1.00856865e+02,  1.13895264e+02,  1.28529770e+02,  1.44943924e+02,
1.63340866e+02,  1.83945236e+02,  2.07005203e+02,  2.32794769e+02,
2.61616119e+02,  2.93802307e+02,  3.29720093e+02,  3.69772949e+02,
4.14404449e+02,  4.64101746e+02,  5.19399475e+02,  5.80883789e+02,
6.49196838e+02,  7.25041504e+02,  8.09186401e+02,  9.02471313e+02,
1.00581305e+03,  1.12021155e+03,  1.24675635e+03,  1.38663379e+03,
1.54113428e+03,  1.71166016e+03,  1.89973389e+03,  2.10700732e+03,
2.33527051e+03,  2.58646143e+03,  2.86267700e+03,  3.16618311e+03,
3.49942603e+03,  3.86504492e+03,  4.26588379e+03,  4.70500439e+03,
5.18569971e+03,  5.71150830e+03,  6.28622803e+03,  6.91393213e+03,
7.59898389e+03,  8.34605273e+03,  9.16013086e+03,  1.00465488e+04,
1.10109951e+04,  1.20595312e+04,  1.31986104e+04,  1.44350957e+04,
1.57762764e+04,  1.72298867e+04,  1.88041270e+04,  2.05076758e+04,
2.23497109e+04,  2.43399277e+04,  2.64885547e+04,  2.88063691e+04,
3.13047129e+04,  3.39955078e+04,  3.68912695e+04,  4.00051211e+04,
4.33508047e+04,  4.69426836e+04,  5.07957617e+04,  5.49256875e+04,
5.93487461e+04,  6.40818789e+04,  6.91426719e+04,  7.45493594e+04,
8.03208047e+04,  8.64765000e+04,  9.30365625e+04,  1.00021695e+05,
1.07453195e+05,  1.15352898e+05,  1.23743172e+05,  1.32646875e+05,
1.42087328e+05,  1.52088250e+05,  1.62673719e+05,  1.73868125e+05,
1.85696125e+05,  1.98182547e+05,  2.11352328e+05,  2.25230453e+05,
2.39841859e+05,  2.55211359e+05,  2.71363500e+05,  2.88322562e+05,
3.06112344e+05,  3.24756125e+05,  3.44276469e+05,  3.64695219e+05,
3.86033250e+05,  4.08310375e+05,  4.31545250e+05,  4.55755125e+05,
4.80955844e+05,  5.07161531e+05,  5.34384562e+05,  5.62635312e+05,
5.91922062e+05,  6.22250750e+05,  6.53624938e+05,  6.86045500e+05,
7.19510562e+05,  7.54015312e+05,  7.89551812e+05,  8.26108812e+05,
8.63671688e+05,  9.02222188e+05,  9.41738438e+05,  9.82194562e+05,
1.02356081e+06,  1.06580325e+06,  1.10888375e+06,  1.15275988e+06,
1.19738475e+06,  1.24270712e+06,  1.28867100e+06,  1.33521588e+06,
1.38227650e+06,  1.42978325e+06,  1.47766175e+06,  1.52583300e+06,
1.57421338e+06,  1.62271488e+06,  1.67124500e+06,  1.71970700e+06,
1.76800000e+06,  1.81601900e+06,  1.86365525e+06,  1.91079625e+06,
1.95732625e+06,  2.00312625e+06,  2.04807425e+06,  2.09204588e+06,
2.13491425e+06,  2.17655050e+06,  2.21682450e+06,  2.25560450e+06,
2.29275825e+06,  2.32815275e+06,  2.36165525e+06,  2.39313325e+06,
2.42245550e+06,  2.44949200e+06,  2.47411450e+06,  2.49619725e+06,
2.51561725e+06,  2.53225475e+06,  2.54599425e+06,  2.55672425e+06,
2.56433850e+06,  2.56873550e+06,  2.56982025e+06,  2.56750350e+06,
2.56170300e+06,  2.55234400e+06,  2.53935875e+06,  2.52268825e+06,
2.50228150e+06,  2.47809650e+06,  2.45010025e+06,  2.41826925e+06,
2.38259000e+06,  2.34305850e+06,  2.29968125e+06,  2.25247500e+06,
2.20146700e+06,  2.14669500e+06,  2.08820738e+06,  2.02606325e+06,
1.96033225e+06,  1.89109450e+06,  1.81844062e+06,  1.74247138e+06,
1.66329762e+06,  1.58104000e+06,  1.49582875e+06,  1.40780325e+06,
1.31711162e+06,  1.22391038e+06,  1.12836412e+06,  1.03064488e+06,
9.30931625e+05,  8.29409750e+05,  7.26270562e+05,  6.21710625e+05,
5.15931062e+05,  4.09137000e+05,  3.01536938e+05,  1.93341984e+05,
8.47652109e+04, -2.39790547e+04, -1.32675938e+05, -2.41110703e+05,
-3.49069500e+05, -4.56340000e+05, -5.62712188e+05, -6.67979000e+05,
-7.71936938e+05, -8.74386875e+05, -9.75134438e+05, -1.07399088e+06,
-1.17077362e+06, -1.26530662e+06, -1.35742100e+06, -1.44695575e+06,
-1.53375800e+06, -1.61768338e+06, -1.69859662e+06, -1.77637162e+06,
-1.85089200e+06, -1.92205138e+06, -1.98975338e+06, -2.05391200e+06,
-2.11445175e+06, -2.17130750e+06, -2.22442500e+06, -2.27376050e+06,
-2.31928100e+06, -2.36096375e+06, -2.39879675e+06, -2.43277800e+06,
-2.46291575e+06, -2.48922800e+06, -2.51174225e+06, -2.53049575e+06,
-2.54553450e+06, -2.55691300e+06, -2.56469400e+06, -2.56894850e+06,
-2.56975475e+06, -2.56719800e+06, -2.56137025e+06, -2.55236925e+06,
-2.54029875e+06, -2.52526725e+06, -2.50738825e+06, -2.48677925e+06,
-2.46356125e+06, -2.43785875e+06, -2.40979850e+06, -2.37950950e+06,
-2.34712250e+06, -2.31276950e+06, -2.27658300e+06, -2.23869575e+06,
-2.19924075e+06, -2.15834975e+06, -2.11615425e+06, -2.07278362e+06,
-2.02836600e+06, -1.98302712e+06, -1.93689038e+06, -1.89007650e+06,
-1.84270300e+06, -1.79488438e+06, -1.74673138e+06, -1.69835112e+06,
-1.64984688e+06, -1.60131775e+06, -1.55285850e+06, -1.50455975e+06,
-1.45650762e+06, -1.40878362e+06, -1.36146462e+06, -1.31462312e+06,
-1.26832675e+06, -1.22263862e+06, -1.17761725e+06, -1.13331638e+06,
-1.08978550e+06, -1.04706956e+06, -1.00520900e+06, -9.64240125e+05,
-9.24195000e+05, -8.85101688e+05, -8.46984188e+05, -8.09862875e+05,
-7.73754312e+05, -7.38671625e+05, -7.04624562e+05, -6.71619688e+05,
-6.39660500e+05, -6.08747625e+05, -5.78879000e+05, -5.50050000e+05,
-5.22253594e+05, -4.95480594e+05, -4.69719688e+05, -4.44957750e+05,
-4.21179844e+05, -3.98369531e+05, -3.76508906e+05, -3.55578781e+05,
-3.35558844e+05, -3.16427781e+05, -2.98163406e+05, -2.80742844e+05,
-2.64142562e+05, -2.48338547e+05, -2.33306391e+05, -2.19021406e+05,
-2.05458703e+05, -1.92593328e+05, -1.80400312e+05, -1.68854750e+05,
-1.57931891e+05, -1.47607188e+05, -1.37856375e+05, -1.28655516e+05,
-1.19981062e+05, -1.11809906e+05, -1.04119391e+05, -9.68873828e+04,
-9.00922812e+04, -8.37130469e+04, -7.77292344e+04, -7.21210000e+04,
-6.68691250e+04, -6.19550273e+04, -5.73607539e+04, -5.30690078e+04,
-4.90631328e+04, -4.53271250e+04, -4.18456211e+04, -3.86039023e+04,
-3.55878750e+04, -3.27840781e+04, -3.01796562e+04, -2.77623555e+04,
-2.55205117e+04, -2.34430332e+04, -2.15193887e+04, -1.97395859e+04,
-1.80941602e+04, -1.65741543e+04, -1.51711045e+04, -1.38770176e+04,
-1.26843574e+04, -1.15860254e+04, -1.05753418e+04, -9.64602734e+03,
-8.79218848e+03, -8.00829639e+03, -7.28917090e+03, -6.62996484e+03,
-6.02614551e+03, -5.47347949e+03, -4.96801660e+03, -4.50607568e+03,
-4.08422778e+03, -3.69928394e+03, -3.34827979e+03, -3.02846338e+03,
-2.73728223e+03, -2.47237061e+03, -2.23153882e+03, -2.01276135e+03,
-1.81416650e+03, -1.63402649e+03, -1.47074768e+03, -1.32286145e+03,
-1.18901599e+03, -1.06796765e+03, -9.58573669e+02, -8.59784790e+02,
-7.70638611e+02, -6.90252991e+02, -6.17820190e+02, -5.52601257e+02,
-4.93920746e+02, -4.41161713e+02, -3.93761230e+02, -3.51206116e+02,
-3.13028900e+02, -2.78804108e+02, -2.48144836e+02, -2.20699570e+02,
-1.96149185e+02, -1.74204239e+02, -1.54602417e+02, -1.37106186e+02,
-1.21500633e+02, -1.07591484e+02, -9.52032700e+01, -8.41776123e+01,
-7.43716965e+01, -6.56568527e+01, -5.79172363e+01, -5.10486450e+01,
-4.49574165e+01, -3.95594368e+01, -3.47792282e+01, -3.05491104e+01,
-2.68084545e+01, -2.35029831e+01, -2.05841484e+01, -1.80085602e+01,
-1.57374706e+01, -1.37363043e+01, -1.19742317e+01, -1.04237881e+01,
-9.06052399e+00, -7.86269045e+00, -6.81095839e+00, -5.88816071e+00,
-5.07906389e+00, -4.37015915e+00, -3.74947858e+00, -3.20642591e+00,
-2.73162723e+00, -2.31679630e+00, -1.95461464e+00, -1.63862252e+00,
-1.36312318e+00, -1.12309659e+00, -9.14122224e-01, -7.32310534e-01,
-5.74241936e-01, -4.36912090e-01, -3.17683667e-01, -2.14243218e-01,
-1.24562956e-01, -4.68668230e-02,  2.03995723e-02,  7.85956010e-02,
1.28909171e-01,  1.72377557e-01,  2.09905848e-01,  2.42283195e-01,
