time my_testwave1
6.0714464151886e-11 -6.4310555668366e-05
6.13339995003747e-11 -3.40350380978095e-05
6.19535348488633e-11 -2.42438322410555e-06
6.2573070197352e-11 3.05122602442455e-05
6.31926055458406e-11 6.47631731819189e-05
6.38121408943291e-11 0.000100314029176292
6.44316762428178e-11 0.000137147861431203
6.50512115913064e-11 0.000175245033551843
6.56707469397951e-11 0.000214583214312706
6.62902822882837e-11 0.000255137356505143
6.69098176367722e-11 0.000296879679956093
6.7529352985261e-11 0.000339779658803725
6.81488883337495e-11 0.000383804013109961
6.87684236822381e-11 0.000428916704884588
6.9387959030727e-11 0.000475078938588556
7.00074943792158e-11 0.000522249166178811
7.06270297277043e-11 0.000570383096750274
7.12465650761929e-11 0.000619433710823885
7.18661004246814e-11 0.00066935127932333
7.248563577317e-11 0.000720083387276043
7.31051711216587e-11 0.000771574962267488
7.37247064701475e-11 0.000823768307670304
7.4344241818636e-11 0.000876603140663338
7.49637771671246e-11 0.000930016635047934
7.55833125156133e-11 0.000983943468861857
7.62028478641019e-11 0.00103831587678384
7.68223832125904e-11 0.0010930637073145
7.74419185610792e-11 0.00114811448471157
7.80614539095679e-11 0.00120339347565028
7.86809892580565e-11 0.00125882376057219
7.9300524606545e-11 0.00131432630967805
7.99200599550336e-11 0.00136982006351279
8.05395953035223e-11 0.0014252220180836
8.11591306520109e-11 0.0014804473144438
8.17786660004996e-11 0.00153540933266877
8.23982013489882e-11 0.00159001979014138
8.30177366974767e-11 0.00164418884405867
8.36372720459655e-11 0.00169782519806252
8.4256807394454e-11 0.0017508362128909
8.48763427429428e-11 0.0018031280209388
8.54958780914313e-11 0.00185460564461051
8.61154134399198e-11 0.00190517311833857
8.67349487884086e-11 0.00195473361413712
8.73544841368971e-11 0.00200318957055119
8.79740194853861e-11 0.00205044282485662
8.85935548338746e-11 0.00209639474835865
8.92130901823634e-11 0.00214094638463125
8.98326255308519e-11 0.00218399859053293
9.04521608793405e-11 0.00222545217982858
9.1071696227829e-11 0.00226520806924148
9.16912315763178e-11 0.0023031674267538
9.23107669248065e-11 0.00233923182196839
9.29303022732951e-11 0.00237330337833985
9.35498376217836e-11 0.0024052849270774
9.41693729702722e-11 0.00243508016251781
9.47889083187609e-11 0.00246259379876197
9.54084436672495e-11 0.00248773172736411
9.60279790157382e-11 0.00251040117585948
9.66475143642268e-11 0.00253051086691172
9.72670497127155e-11 0.00254797117785809
9.78865850612041e-11 0.0025626943004279
9.85061204096926e-11 0.00257459440040571
9.91256557581812e-11 0.00258358777700921
9.97451911066699e-11 0.0025895930217487
1.00364726455159e-10 0.00259253117653363
1.00984261803647e-10 0.00259232589078939
1.01603797152136e-10 0.00258890357734674
1.02223332500624e-10 0.00258219356686486
1.02842867849113e-10 0.00257212826054839
1.03462403197602e-10 0.00255864328091851
1.0408193854609e-10 0.00254167762039754
1.04701473894579e-10 0.00252117378746792
1.05321009243067e-10 0.00249707795016552
1.05940544591556e-10 0.00246934007666936
1.06560079940045e-10 0.00243791407275088
1.07179615288534e-10 0.00240275791584657
1.07799150637022e-10 0.00236383378552141
1.08418685985511e-10 0.00232110819009099
1.09038221334e-10 0.00227455208917469
1.09657756682488e-10 0.00222414101195323
1.10277292030977e-10 0.00216985517090957
1.10896827379465e-10 0.00211167957083344
1.11516362727954e-10 0.00204960411287556
1.12135898076443e-10 0.00198362369344112
1.12755433424931e-10 0.00191373829771661
1.1337496877342e-10 0.00183995308762985
1.13994504121909e-10 0.00176227848404741
1.14614039470397e-10 0.00168073024302012
1.15233574818886e-10 0.00159532952589261
1.15853110167374e-10 0.00150610296309948
1.16472645515863e-10 0.00141308271147727
1.17092180864352e-10 0.00131630650492818
1.1771171621284e-10 0.00121581769827816
1.18331251561329e-10 0.00111166530418036
1.18950786909818e-10 0.00100390402292241
1.19570322258306e-10 0.000892594265002309
1.20189857606795e-10 0.000777802166349602
1.20809392955283e-10 0.00065959959607225
1.21428928303772e-10 0.000538064156623114
1.22048463652261e-10 0.000413279176285065
1.22667999000749e-10 0.000285333693885447
1.23287534349238e-10 0.000154322435658645
1.23907069697727e-10 2.03457841857433e-05
1.24526605046215e-10 -0.000116490260649925
1.25146140394704e-10 -0.000256074128743026
1.25765675743193e-10 -0.000398288734923163
1.26385211091681e-10 -0.000543011542219966
1.2700474644017e-10 -0.000690114633255978
1.27624281788659e-10 -0.000839464789778194
1.28243817137147e-10 -0.000990923580326443
1.28863352485636e-10 -0.00114434745602788
1.29482887834124e-10 -0.00129958785449452
1.30102423182613e-10 -0.00145649131178987
1.30721958531102e-10 -0.00161489958242176
1.3134149387959e-10 -0.001774649767303
1.31961029228079e-10 -0.00193557444961608
1.32580564576568e-10 -0.00209750183850116
1.33200099925056e-10 -0.00226025592047991
1.33819635273545e-10 -0.00242365661851452
1.34439170622033e-10 -0.00258751995858939
1.35058705970522e-10 -0.00275165824369477
1.35678241319011e-10 -0.00291588023507641
1.36297776667499e-10 -0.00307999134060811
1.36917312015988e-10 -0.00324379381013126
1.37536847364477e-10 -0.00340708693759401
1.38156382712965e-10 -0.00356966726981418
1.38775918061454e-10 -0.00373132882167693
1.39395453409942e-10 -0.00389186329756954
1.40014988758431e-10 -0.00405106031884467
1.4063452410692e-10 -0.0042087076570932
1.41254059455408e-10 -0.00436459147299764
1.41873594803897e-10 -0.00451849656052846
1.42493130152386e-10 -0.0046702065962346
1.43112665500874e-10 -0.00481950439337084
1.43732200849363e-10 -0.00496617216059596
1.44351736197852e-10 -0.00510999176496571
1.4497127154634e-10 -0.00525074499893783
1.45590806894829e-10 -0.00538821385109527
1.46210342243317e-10 -0.00552218078028934
1.46829877591806e-10 -0.00565242899289318
1.47449412940295e-10 -0.0057787427228513
1.48068948288783e-10 -0.00590090751420278
1.48688483637272e-10 -0.00601871050574867
1.49308018985761e-10 -0.00613194071752846
1.49927554334249e-10 -0.00624038933876454
1.50547089682738e-10 -0.0063438500169271
1.51166625031226e-10 -0.00644211914756773
1.51786160379715e-10 -0.00653499616456442
1.52405695728204e-10 -0.0066222838304167
1.53025231076692e-10 -0.00670378852622529
1.53644766425181e-10 -0.00677932054098731
1.5426430177367e-10 -0.00684869435983486
1.54883837122158e-10 -0.00691172895084202
1.55503372470647e-10 -0.00696824805002309
1.56122907819136e-10 -0.00701808044414321
1.56742443167624e-10 -0.0070610602509609
1.57361978516113e-10 -0.00709702719652137
1.57981513864601e-10 -0.00712582688911907
1.5860104921309e-10 -0.00714731108954783
1.59220584561579e-10 -0.00716133797725762
1.59840119910067e-10 -0.00716777241203806
1.60459655258556e-10 -0.00716648619085011
1.61079190607045e-10 -0.00715735829942962
1.61698725955533e-10 -0.00714027515828882
1.62318261304022e-10 -0.00711513086274466
1.62937796652511e-10 -0.00708182741660678
1.63557332000999e-10 -0.00704027495916159
1.64176867349488e-10 -0.00699039198509327
1.64796402697977e-10 -0.00693210555698792
1.65415938046465e-10 -0.00686535151007219
1.66035473394954e-10 -0.00679007464884368
1.66655008743442e-10 -0.00670622893525736
1.67274544091931e-10 -0.00661377766813755
1.6789407944042e-10 -0.00651269365349547
1.68513614788908e-10 -0.00640295936543581
1.69133150137397e-10 -0.00628456709734941
1.69752685485886e-10 -0.00615751910309223
1.70372220834374e-10 -0.00602182772786501
1.70991756182863e-10 -0.00587751552851466
1.71611291531352e-10 -0.00572461538298934
1.7223082687984e-10 -0.00556317058869033
1.72850362228329e-10 -0.00539323494947299
1.73469897576817e-10 -0.00521487285106382
1.74089432925306e-10 -0.00502815932466806
1.74708968273794e-10 -0.00483318009855824
1.75328503622283e-10 -0.0046300316374437
1.75948038970772e-10 -0.00441882116943679
1.76567574319261e-10 -0.00419966670044155
1.77187109667749e-10 -0.00397269701580752
1.77806645016238e-10 -0.00373805166910212
1.78426180364726e-10 -0.0034958809578719
1.79045715713215e-10 -0.00324634588627595
1.79665251061704e-10 -0.00298961811448917
1.80284786410192e-10 -0.00272587989479045
1.80904321758681e-10 -0.0024553239942627
1.8152385710717e-10 -0.00217815360405023
1.82143392455658e-10 -0.00189458223513429
1.82762927804147e-10 -0.00160483360059927
1.83382463152636e-10 -0.00130914148438723
1.84001998501124e-10 -0.00100774959654284
1.84621533849613e-10 -0.000700911414979264
1.85241069198101e-10 -0.000388890013802226
1.8586060454659e-10 -7.19578782525955e-05
1.86480139895079e-10 0.000249603293659009
1.87099675243567e-10 0.000575502802733618
1.87719210592056e-10 0.000905441173272641
1.88338745940545e-10 0.00123911039074888
1.88958281289033e-10 0.00157619415231843
1.89577816637522e-10 0.00191636813001311
1.9019735198601e-10 0.00225930024643838
1.90816887334499e-10 0.0026046509627846
1.91436422682988e-10 0.00295207357894087
1.92055958031476e-10 0.00330121454548731
1.92675493379965e-10 0.0036517137873222
1.93295028728454e-10 0.00400320503866522
1.93914564076942e-10 0.00435531618916268
1.94534099425431e-10 0.00470766964080305
1.95153634773919e-10 0.00505988267533746
1.95773170122408e-10 0.00541156783188014
1.96392705470897e-10 0.00576233329435396
1.97012240819385e-10 0.00611178328842741
1.97631776167874e-10 0.00645951848757491
1.98251311516363e-10 0.00680513642787897
1.98870846864851e-10 0.00714823193117886
1.9949038221334e-10 0.007488397536154
2.00109917561829e-10 0.00782522393692088
2.00729452910317e-10 0.00815830042870518
2.01348988258806e-10 0.00848721536014087
2.01968523607295e-10 0.00881155659173537
2.02588058955783e-10 0.00913091196002598
2.03207594304272e-10 0.0094448697469451
2.0382712965276e-10 0.00975301915389738
2.04446665001249e-10 0.0100549507800425
2.05066200349738e-10 0.0103502571042709
2.05685735698226e-10 0.0106385329703426
2.06305271046715e-10 0.0109193760746602
2.06924806395204e-10 0.0111923874561306
2.07544341743692e-10 0.0114571719875659
2.08163877092181e-10 0.0117133388680687
2.08783412440669e-10 0.0119605021158354
2.09402947789158e-10 0.0121982810608105
2.10022483137647e-10 0.0124263008366149
2.10642018486135e-10 0.0126441928711714
2.11261553834624e-10 0.0128515953754413
2.11881089183113e-10 0.0130481538296875
2.12500624531601e-10 0.0132335214666728
2.1312015988009e-10 0.0134073597512037
2.13739695228578e-10 0.0135693388554247
2.14359230577067e-10 0.0137191381292712
2.14978765925556e-10 0.0138564465654865
2.15598301274044e-10 0.0139809632586104
2.16217836622533e-10 0.0140923978573474
2.16837371971022e-10 0.0141904710097263
2.1745690731951e-10 0.0142749148004623
2.18076442667999e-10 0.0143454731799422
2.18695978016488e-10 0.0144019023842502
2.19315513364976e-10 0.014443971345663
2.19935048713465e-10 0.0144714620930451
2.20554584061954e-10 0.0144841701415831
2.21174119410442e-10 0.0144819048713037
2.21793654758931e-10 0.0144644898938295
2.22413190107419e-10 0.0144317634068333
2.23032725455908e-10 0.0143835785356632
2.23652260804397e-10 0.0143198036616183
2.24271796152885e-10 0.0142403227363667
2.24891331501374e-10 0.0141450355820096
2.25510866849862e-10 0.0140338581763045
2.26130402198351e-10 0.0139067229225771
2.2674993754684e-10 0.0137635789038607
2.27369472895329e-10 0.013604392120819
2.27989008243817e-10 0.0134291457130216
2.28608543592306e-10 0.0132378401631556
2.29228078940794e-10 0.0130304934837757
2.29847614289283e-10 0.012807141386207
2.30467149637772e-10 0.0125678374312365
2.3108668498626e-10 0.0123126531612444
2.31706220334749e-10 0.0120416782134423
2.32325755683238e-10 0.0117550204139115
2.32945291031726e-10 0.0114528058521426
2.33564826380215e-10 0.0111351789358089
2.34184361728703e-10 0.0108023024255182
2.34803897077192e-10 0.0104543574493116
2.35423432425681e-10 0.0100915434966985
2.36042967774169e-10 0.00971407839203737
2.36662503122658e-10 0.00932219824709736
2.37282038471147e-10 0.00891615739265279
2.37901573819635e-10 0.00849622828898991
2.38521109168124e-10 0.00806270141522478
2.39140644516613e-10 0.00761588513735845
2.39760179865101e-10 0.00715610555501375
2.4037971521359e-10 0.00668370632682834
2.40999250562078e-10 0.0061990484744959
2.41618785910567e-10 0.00570251016547809
2.42238321259056e-10 0.0051944864744287
2.42857856607544e-10 0.00467538912340239
2.43477391956033e-10 0.00414564620093622
2.44096927304522e-10 0.00360570186012711
2.4471646265301e-10 0.00305601599584591
2.45335998001499e-10 0.00249706390125794
2.45955533349987e-10 0.00192933590384172
2.46575068698476e-10 0.00135333698112412
2.47194604046965e-10 0.000769586356377522
2.47814139395453e-10 0.00017861707454318
2.48433674743942e-10 -0.000419024441322141
2.49053210092431e-10 -0.00102277885276311
2.49672745440919e-10 -0.00163207438745993
2.50292280789408e-10 -0.00224632733921846
2.50911816137897e-10 -0.00286494258601979
2.51531351486385e-10 -0.00348731412572121
2.52150886834874e-10 -0.00411282562896721
2.52770422183362e-10 -0.00474085100884982
2.53389957531851e-10 -0.00537075500683557
2.5400949288034e-10 -0.00600189379445094
2.54629028228828e-10 -0.00663361559020003
2.55248563577317e-10 -0.00726526129116023
2.55868098925806e-10 -0.00789616511868915
2.56487634274294e-10 -0.00852565527764366
2.57107169622783e-10 -0.00915305462850545
2.57726704971272e-10 -0.00977768137177348
2.5834624031976e-10 -0.0103988497439767
2.58965775668249e-10 -0.0110158707246323
2.59585311016737e-10 -0.011628052753463
2.60204846365226e-10 -0.0122347024571668
2.60824381713715e-10 -0.0128351253850145
2.61443917062203e-10 -0.0134286267525399
2.62063452410692e-10 -0.0140145121925611
2.62682987759181e-10 -0.0145920885127727
2.63302523107669e-10 -0.0151606644591179
2.63922058456158e-10 -0.0157195514841491
2.64541593804647e-10 -0.0162680645195654
2.65161129153135e-10 -0.0168055227521092
2.65780664501624e-10 -0.0173312504019899
2.66400199850112e-10 -0.0178445775029928
2.67019735198601e-10 -0.0183448406834272
2.6763927054709e-10 -0.0188313839470494
2.68258805895578e-10 -0.0193035594531041
2.68878341244067e-10 -0.0197607282946038
2.69497876592555e-10 -0.0202022612739774
2.70117411941044e-10 -0.0206275396752007
2.70736947289533e-10 -0.0210359560315279
2.71356482638021e-10 -0.0214269148879367
2.7197601798651e-10 -0.021799833557395
2.72595553334999e-10 -0.0221541428700657
2.73215088683488e-10 -0.022489287914554
2.73834624031976e-10 -0.0228047287703171
2.74454159380465e-10 -0.0230999412303454
2.75073694728953e-10 -0.0233744175132372
2.75693230077442e-10 -0.0236276669637889
2.7631276542593e-10 -0.0238592167412297
2.76932300774419e-10 -0.0240686124942355
2.77551836122908e-10 -0.0242554190218645
2.78171371471397e-10 -0.024419220919567
2.78790906819885e-10 -0.0245596232094279
2.79410442168374e-10 -0.0246762519538155
2.80029977516862e-10 -0.024768754851618
2.80649512865351e-10 -0.0248368018162642
2.8126904821384e-10 -0.0248800855347365
2.81888583562328e-10 -0.024898322006801
2.82508118910817e-10 -0.024891251063693
2.83127654259305e-10 -0.0248586368655145
2.83747189607794e-10 -0.0248002683766156
2.84366724956283e-10 -0.0247159598182537
2.84986260304771e-10 -0.0246055510978388
2.8560579565326e-10 -0.0244689082140984
2.86225331001749e-10 -0.0243059236375138
2.86844866350237e-10 -0.0241165166654014
2.87464401698726e-10 -0.0239006337510385
2.88083937047214e-10 -0.0236582488062517
2.88703472395703e-10 -0.0233893634769182
2.89323007744192e-10 -0.0230940073908465
2.8994254309268e-10 -0.0227722383775376
2.90562078441169e-10 -0.0224241426593484
2.91181613789658e-10 -0.0220498350136116
2.91801149138146e-10 -0.0216494589052914
2.92420684486635e-10 -0.0212231865897837
2.93040219835124e-10 -0.0207712191855025
2.93659755183612e-10 -0.0202937867159187
2.94279290532101e-10 -0.0197911481207564
2.9489882588059e-10 -0.0192635912360727
2.95518361229078e-10 -0.0187114327429921
2.96137896577567e-10 -0.0181350180848859
2.96757431926055e-10 -0.0175347213528304
2.97376967274544e-10 -0.0169109451392051
2.97996502623033e-10 -0.0162641203593299
2.98616037971521e-10 -0.0155947060410697
2.9923557332001e-10 -0.0149031890823737
2.99855108668499e-10 -0.0141900839767534
3.00474644016987e-10 -0.0134559325067286
3.01094179365476e-10 -0.0127013034053178
3.01713714713965e-10 -0.0119267919856791
3.02333250062453e-10 -0.0111330197390418
3.02952785410942e-10 -0.0103206339011106
3.0357232075943e-10 -0.00949030698715199
3.04191856107919e-10 -0.00864273629601942
3.04811391456408e-10 -0.00777864338339473
3.05430926804896e-10 -0.00689877350457851
3.06050462153385e-10 -0.00600389502717581
3.06669997501874e-10 -0.00509479881408025
3.07289532850362e-10 -0.00417229757717921
3.07909068198851e-10 -0.00323722520224541
3.08528603547339e-10 -0.00229043604551807
3.09148138895828e-10 -0.00133280420250232
3.09767674244317e-10 -0.00036522274955771
3.10387209592805e-10 0.000611397041122296
3.11006744941294e-10 0.00159612651250265
3.11626280289783e-10 0.00258802045900228
3.12245815638271e-10 0.00358611798739309
3.1286535098676e-10 0.00458944340156423
3.13484886335249e-10 0.00559700711038946
3.14104421683737e-10 0.00660780655789686
3.14723957032226e-10 0.00762082717492206
3.15343492380714e-10 0.00863504335137482
3.15963027729203e-10 0.00964941942824769
3.16582563077692e-10 0.0106629107084424
3.1720209842618e-10 0.0116744644854768
3.17821633774669e-10 0.0126830210891062
3.18441169123158e-10 0.0136875149468597
3.19060704471646e-10 0.0146868756604819
3.19680239820135e-10 0.0156800290962256
3.20299775168624e-10 0.0166658984879454
3.20919310517112e-10 0.0176434055518896
3.21538845865601e-10 0.0186114716120949
3.2215838121409e-10 0.0195690187352483
3.22777916562578e-10 0.0205149708738725
3.23397451911067e-10 0.0214482550166718
3.24016987259555e-10 0.0223678023448543
3.24636522608044e-10 0.0232725493932383
3.25256057956533e-10 0.0241614392149277
3.25875593305021e-10 0.0250334225483422
3.2649512865351e-10 0.0258874589853543
3.27114664001999e-10 0.0267225181393021
3.27734199350487e-10 0.0275375808116126
3.28353734698976e-10 0.0283316401557803
3.28973270047464e-10 0.0291037028374284
3.29592805395953e-10 0.0298527901891802
3.30212340744442e-10 0.0305779393590655
3.3083187609293e-10 0.0312782044511747
3.31451411441419e-10 0.0319526576572901
3.32070946789907e-10 0.032600390378202
3.32690482138396e-10 0.0332205143334396
3.33310017486885e-10 0.0338121626581343
3.33929552835373e-10 0.0343744909857475
3.34549088183862e-10 0.0349066785153948
3.35168623532351e-10 0.0354079290625096
3.35788158880839e-10 0.0358774720915943
3.36407694229328e-10 0.0363145637298221
3.37027229577817e-10 0.0367184877602596
3.37646764926305e-10 0.0370885565934946
3.38266300274794e-10 0.0374241122164701
3.38885835623282e-10 0.0377245271173382
3.39505370971771e-10 0.0379892051851661
3.4012490632026e-10 0.0382175825833461
3.40744441668748e-10 0.0384091285955787
3.41363977017237e-10 0.0385633464433221
3.41983512365726e-10 0.0386797740736217
3.42603047714214e-10 0.0387579849162592
3.43222583062703e-10 0.0387975886091843
3.43842118411192e-10 0.0387982316912193
3.4446165375968e-10 0.0387595982610567
3.45081189108169e-10 0.0386814106015943
3.45700724456657e-10 0.038563429768688
3.46320259805146e-10 0.0384054561434307
3.46939795153635e-10 0.0382073299470993
3.47559330502123e-10 0.0379689317179458
3.48178865850612e-10 0.0376901827490427
3.48798401199101e-10 0.0373710454864317
3.49417936547589e-10 0.0370115238868577
3.50037471896078e-10 0.0366116637344116
3.50657007244567e-10 0.0361715529154428
3.51276542593055e-10 0.0356913216511441
3.51896077941544e-10 0.0351711426872507
3.52515613290033e-10 0.0346112314403382
3.53135148638521e-10 0.0340118461002479
3.5375468398701e-10 0.0333732876882087
3.54374219335498e-10 0.032695900070273
3.54993754683987e-10 0.0319800699257251
3.55613290032476e-10 0.031226226670171
3.56232825380964e-10 0.0304348423330587
3.56852360729453e-10 0.0296064313894293
3.57471896077942e-10 0.0287415505457502
3.5809143142643e-10 0.0278407984797193
3.58710966774919e-10 0.0269048155339864
3.59330502123407e-10 0.0259342833637834
3.59950037471896e-10 0.0249299245385063
3.60569572820385e-10 0.0238925020973362
3.61189108168873e-10 0.0228228190590442
3.61808643517362e-10 0.0217217178861647
3.62428178865851e-10 0.0205900799037823
3.63047714214339e-10 0.0194288246732221
3.63667249562828e-10 0.018238909320978
3.64286784911316e-10 0.0170213278232785
3.64906320259805e-10 0.0157771102467216
3.65525855608294e-10 0.0145073219454747
3.66145390956782e-10 0.0132130627155787
3.66764926305271e-10 0.0118954659069404
3.6738446165376e-10 0.0105556974936609
3.68003997002248e-10 0.00919495510337508
3.68623532350737e-10 0.00781446700635054
3.69243067699226e-10 0.00641549106511944
3.69862603047714e-10 0.00499931364547758
3.70482138396203e-10 0.00356724848972761
3.71101673744692e-10 0.0021206355530911
3.7172120909318e-10 0.000660839804260012
3.72340744441669e-10 -0.000810750008908876
3.72960279790157e-10 -0.00229272262748117
3.73579815138646e-10 -0.00378364558222951
3.74199350487135e-10 -0.00528206652596206
3.74818885835623e-10 -0.00678651459621617
3.75438421184112e-10 -0.00829550180709046
3.760579565326e-10 -0.00980752446894986
3.76677491881089e-10 -0.0113210646347047
3.77297027229578e-10 -0.0128345915713215
3.77916562578067e-10 -0.0143465632551956
3.78536097926555e-10 -0.0158554278899676
3.79155633275044e-10 -0.0173596254453524
3.79775168623532e-10 -0.0188575892154923
3.80394703972021e-10 -0.0203477473953425
3.8101423932051e-10 -0.0218285246735433
3.81633774668998e-10 -0.023298343840222
3.82253310017487e-10 -0.024755627408135
3.82872845365976e-10 -0.026198799245533
3.83492380714464e-10 -0.0276262862191216
3.84111916062953e-10 -0.0290365198454444
3.84731451411441e-10 -0.0304279379490225
3.8535098675993e-10 -0.0317989863255482
3.85970522108419e-10 -0.0331481204084205
3.86590057456907e-10 -0.0344738069368912
3.87209592805396e-10 -0.035774525624084
3.87829128153885e-10 -0.0370487708231295
3.88448663502373e-10 -0.0382950531896554
3.89068198850862e-10 -0.0395119013388617
3.8968773419935e-10 -0.0406978634953995
3.90307269547839e-10 -0.04185150913428
3.90926804896328e-10 -0.0429714306110214
3.91546340244816e-10 -0.044056244779259
3.92165875593305e-10 -0.0451045945940279
3.92785410941794e-10 -0.0461151506989455
3.93404946290282e-10 -0.0470866129955173
3.94024481638771e-10 -0.0480177121927973
3.94644016987259e-10 -0.0489072113356543
3.95263552335748e-10 -0.0497539073098843
3.95883087684237e-10 -0.0505566323224474
3.96502623032725e-10 -0.0513142553551045
3.97122158381214e-10 -0.0520256835897547
3.97741693729703e-10 -0.0526898638037869
3.98361229078191e-10 -0.0533057837337875
3.9898076442668e-10 -0.0538724734059603
3.99600299775169e-10 -0.0543890064316461
4.00219835123657e-10 -0.0548545012663494
4.00839370472146e-10 -0.0552681224307144
4.01458905820635e-10 -0.0556290816919149
4.02078441169123e-10 -0.0559366392039625
4.02697976517612e-10 -0.0561901046054634
4.033175118661e-10 -0.0563888380733954
4.03937047214589e-10 -0.0565322513315092
4.04556582563078e-10 -0.0566198086120008
4.05176117911566e-10 -0.0566510275691382
4.05795653260055e-10 -0.0566254801435714
4.06415188608544e-10 -0.0565427933760952
4.07034723957032e-10 -0.0564026501696823
4.07654259305521e-10 -0.0562047899986476
4.0827379465401e-10 -0.0559490095638572
4.08893330002498e-10 -0.0556351633929407
4.09512865350987e-10 -0.0552631643845205
4.10132400699475e-10 -0.054832984295522
4.10751936047964e-10 -0.0543446541706807
4.11371471396453e-10 -0.0537982647134243
4.11991006744941e-10 -0.0531939665973534
4.1261054209343e-10 -0.0525319707176135
4.13230077441918e-10 -0.0518125483814985
4.13849612790407e-10 -0.0510360314376949
4.14469148138896e-10 -0.0502028123436303
4.15088683487385e-10 -0.0493133441704535
4.15708218835873e-10 -0.0483681405452371
4.16327754184362e-10 -0.0473677755300532
4.1694728953285e-10 -0.0463128834376413
4.17566824881339e-10 -0.0452041585834469
4.18186360229828e-10 -0.0440423549738857
4.18805895578316e-10 -0.0428282859307304
4.19425430926805e-10 -0.0415628236516173
